genes,log2FC,AveExpr,EffSize,t,P.Value,adj.P.Val
CTNNBL1,0.863866223976224,5.731013057830987,1.26200274738365,1.2689059962046845,0.25055002083119593,0.42899480278349006
RALY,-0.6593384121012473,9.552966313342095,0.9023952737749052,-1.2658506985485631,0.2515710263236516,0.42899480278349006
PCBP2,-1.0406731723890665,8.288330646120135,1.0287108550812165,-1.2400517127819302,0.26033862227669646,0.4347923382353075
EEF1E1,0.3984572377304758,9.120132496286875,0.9226887881027501,1.2452395849270723,0.2585544459290634,0.4347923382353075
CPNE3,0.6026089150757343,13.116109991665791,0.7242116459212864,1.2117288265086579,0.270268945257808,0.43783569131764893
RPS12,-0.46373514584397846,9.503617015100273,0.9020600290073157,-1.2198285519030285,0.2673961664737273,0.43783569131764893
ACTB,0.5874962846595793,9.041118428979333,0.9143499002557096,1.2152763133727007,0.2690074733307505,0.43783569131764893
PRPF40A,-0.7785651905828628,6.821986542901516,1.172722988644034,-1.1534280451148562,0.291739085206514,0.467937938648072
SLC25A5,0.3419344098414445,8.711903525101963,0.9049340295942145,1.1025540080934377,0.3116366390632485,0.4949523091004535
RPS2,1.5160792156636234,7.689119749330558,0.9961055892457544,1.0743851887725957,0.3231309745660275,0.49854493218758533
THOC2,-0.5128718070171878,5.825306811944163,1.0361295117795373,-1.0881216350880492,0.3174828795271658,0.49854493218758533
HIST1H2AC,0.9442899378416598,12.542867114917012,0.6490329434613678,1.0773825608694665,0.32189153423424766,0.49854493218758533
ALDH18A1,0.4889588406279941,11.866462015513669,0.688367285593575,1.0588927102054295,0.32959974112177215,0.5003618040520472
RPS27,0.7102915054455732,12.692192071360463,0.65986467025721,1.056789814833113,0.33048588292326575,0.5003618040520472
RPLP0,0.44194072945085594,10.202170790617803,0.7033811469938244,0.9797446527872031,0.3643011752735831,0.5414384439845914
DDX41,-0.6305344875885801,9.854400824755665,0.6836280332222393,-0.9851070091771761,0.3618619138880879,0.5414384439845914
RPL31,0.3075321123276904,11.670013861110586,0.6307648629393741,0.9691927909464786,0.36913881683451866,0.5436408029744729
RPS7,-0.7270885332132551,10.062380965706035,0.6459265988128187,-0.9477557923554052,0.3791214645503197,0.5533124077220882
HNRNPR,-0.27417361817206753,9.539984211185715,0.6897250456705739,-0.9382259342989293,0.3836259717307325,0.5548875662533809
HNRNPC,-0.30237499197974316,14.38664803037213,0.5711092565195559,-0.904024800146501,0.4001311538321001,0.565507152619831
TAF15,0.45450994708364423,7.652427555118039,0.8382315722556944,0.901358425090453,0.40144026266222566,0.565507152619831
SNU13,-0.6124270487477297,7.360545458614624,0.8747972397107161,-0.9118701636881309,0.3962980769615934,0.565507152619831
FASN,-1.404247869231396,5.848908135749923,0.8361060087879935,-0.8785454201276082,0.41277306330971053,0.5764589332428716
EEF1G,-0.362954218732753,9.204746741207511,0.6328614482654755,-0.8448127671797391,0.42996487110583265,0.5953359753773068
EPB41L2,-1.8323283893125284,6.00775814337731,0.7921291896984616,-0.8335556732068133,0.43581736871955673,0.597062827028389
HNRNPU,-0.3889021461193334,13.196227519150927,0.4949349552043218,-0.8282739368046523,0.43858318775542154,0.597062827028389
HNRNPH2,0.9898854987176904,7.900198718396376,0.725856213819856,0.8041734938703218,0.45136445533955794,0.6093420147084032
KPNA2,-0.9969644796670885,6.7649005183684805,0.7532245623245026,-0.7932997089811599,0.4572174439018968,0.6121423629099775
HIST2H3A;,-1.287529260924357,11.527207406350161,0.4645733192748313,-0.707616124134391,0.5051982600672102,0.6708370338597381
HNRNPK,0.31109713385466264,13.494417140035228,0.42907957750479364,0.6965233560809038,0.511648661878841,0.6738787254014003
BCAS2,-0.4029538375953514,10.487653714005578,0.4591651986183208,-0.6869773874620383,0.5172428005694975,0.6757526910666015
CDC5L,-0.45450880544132133,10.10005149500751,0.43759163481374197,-0.6311100858075752,0.5507727558706574,0.713801491608372
SND1,0.8588122834895238,7.953960316769383,0.5563944871003939,0.6170500646808176,0.5594204797016333,0.7161929123201926
ARGLU1,0.4345601336280467,10.030365290895805,0.4432502983723427,0.6096192315818351,0.5640242713999385,0.7161929123201926
P00761,-0.515017386168191,15.549783615363605,0.3726927621945903,-0.6066330728535959,0.5658808196110163,0.7161929123201926
DCD,-0.8221370882645278,11.996551580542537,0.34440873221701385,-0.5579311233497377,0.5966744631347394,0.7435481771371367
EIF3E,-0.6950109049750806,6.903907394815133,0.5387942968755843,-0.5599598492063315,0.5953726453405277,0.7435481771371367
DHX9,0.1925763535509386,12.052954607900249,0.3248429934802946,0.5292398780377641,0.6152585869588558,0.760854130437669
SUGT1,-0.24743409824065843,7.087761796317736,0.47320944369640466,-0.504338065901506,0.6316451415002023,0.775200855477521
PSMD11,0.43208589300251354,8.338860014805574,0.40921412472414453,0.4794711727886065,0.6482396766862843,0.7895851700990832
HNRNPA1,-0.2491450961570152,14.264251070645557,0.24805911514309145,-0.4134542609467976,0.6933566567330107,0.8325782096798908
ACTG1,0.20968932036378085,8.776455066154222,0.31926600839549085,0.41279420327561056,0.6938151747332424,0.8325782096798908
HNRNPA2B1,0.16048430750553422,12.651445594136042,0.2419378926697064,0.4036428888243713,0.7001867552159329,0.8340459878307436
RPS15A,0.24921137079303612,10.867815809646803,0.2475635698738265,0.37618997306567564,0.719459235688616,0.8470994807941788
HNRNPA0,0.2944338268403115,16.23615402815171,0.23324906318406385,0.37315612629004374,0.7216032614172634,0.8470994807941788
NEFM,-0.1904463712512685,4.6724607658251305,0.30846288703670116,-0.3300027313655354,0.7523902372528303,0.8706229888211322
IGF2BP1,0.204224267916425,9.764744042912593,0.23691638837424844,0.3315690481121879,0.7512636102318966,0.8706229888211322
HNRNPF,-0.1766852227376372,11.81010442782498,0.18842636933183582,-0.30293451580998304,0.7719628437650528,0.8806900048587222
SLTM,0.15016793689163332,5.554300631195254,0.3103715515001491,0.3095912990287846,0.7671317450567943,0.8806900048587222
MATR3,-0.11446602821508378,12.934303390488243,0.17412457496582737,-0.2910446970818356,0.7806194430372599,0.8843381102939588
PRKDC,-0.2821767131491759,5.474861408690803,0.28571266298925574,-0.27883553256633314,0.7895443737499447,0.8882374204686878
FIP1L1,-0.3804421843389729,5.970250159120681,0.25811959313219845,-0.2703841952123766,0.795742884696825,0.8890368780750735
PABPC1,-0.10052462681064434,9.806991620203938,0.1827397364271236,-0.2508410778963871,0.8101381731687155,0.8921777354991944
RBMX,0.29075510695617446,8.97025094472351,0.18830693865771556,0.24699719589541427,0.8129793133133247,0.8921777354991944
PRPF4B,0.1768772462413235,5.394873788374124,0.22694132022612554,0.23673004141671633,0.8205832258603702,0.8921777354991944
DDX17,-0.13473698766759235,11.388290616145314,0.15143893989146195,-0.23786855966909834,0.8197389656966043,0.8921777354991944
PRPF19,0.08827156113533441,12.297838569957328,0.10155189538463169,0.16749314191053347,0.8723742577625385,0.9421641983835417
DDX39B,0.13154117713867208,10.861458040926191,0.1026137420727711,0.15595265514797924,0.8810823724160117,0.9452671810026085
DDX5,0.06848878868266262,12.079031452096991,0.08641970947917715,0.13879090540513445,0.8940653519781574,0.9528854409240889
PCID2,-0.13771952830306233,4.8795665580383005,0.12227239729299724,-0.13051558811534156,0.9003387830840504,0.9532998879713475
RPS5,0.09267531577669885,9.737080859038834,0.06347979528363258,0.09148861027074272,0.9300225702670842,0.9657926691235106
RPS3,-0.038866780701367176,9.353520819720636,0.07943808839185738,-0.10407665040874634,0.9204321741883359,0.9657926691235106
CHTOP,0.15975365660321827,6.810966186820632,0.09331732758744794,0.09721846570692147,0.9256554931529717,0.9657926691235106
EXOSC3,-0.013178231919681593,7.24822073888917,0.02069627982575541,-0.02228478312770107,0.9829288981754953,0.9853945737175445
CLTC,-0.039355169426443126,7.00582503041719,0.03730267142502129,-0.037356995744719096,0.9713879210562353,0.9853945737175445
HNRNPA3,0.009967033438591955,11.279464746822597,0.01628328280772217,0.02524643054053195,0.9806606766713185,0.9853945737175445
VDAC1,-0.006318924049608654,10.004289913584527,0.013505466608872311,-0.019065574202290107,0.9853945737175445,0.9853945737175445
HSP90AB1,-0.011416932020349435,10.149032108994216,0.015618794740569469,-0.02288877128425846,0.9824663100187625,0.9853945737175445
RPL8,0.1149107473108204,7.623942119485809,0.04644092755359132,0.05190840713848948,0.9602528618495805,0.9853945737175445
